,Date,Open,High,Low,Close*,Adj Close**,Volume,percentage,z-score,Label,significance,sentiment,30_SMA,50_SMA,200_SMA,EMA,Upper Bollinger Band,Lower Bollinger Band,stoch_k,stoch_d,Gain,Loss,AVG_Gain,AVG_Loss,RS,RSI,obv,VAO,Positive,VolumePositive
10,2008-10-01,10847.4,10882.52,10631.95,10831.07,10831.07,256670000.0,-0.0018054201311257,-1.6492421599735700,0.0,3.0,-0.6,10902.29,10902.29,10902.29,,,,,,0.0,19.590000000000100,,,,,670100000.0,18951229449.999800,TRUE,FALSE
11,2008-10-02,10825.54,10825.54,10439.52,10482.85,10482.85,395330000.0,-0.0321501015135161,-2.553240911474600,0.0,1.0,0.0,10867.336666666700,10867.336666666700,10867.336666666700,,,,,,0.0,348.21999999999900,,,,,274770000.0,-59172994400.000100,FALSE,FALSE
12,2008-10-03,10483.96,10796.26,10310.25,10325.38,10325.38,299690000.0,-0.0150216782649758,-2.7504290103821800,0.0,5.0,-1.0,10825.647692307700,10825.647692307700,10825.647692307700,,,,,,0.0,157.47000000000100,,,,,-24920000.0,-68291858750.00050,FALSE,FALSE
13,2008-10-06,10322.52,10322.76,9525.32,9955.5,9955.5,391460000.0,-0.0358224104100768,-3.313370049721550,0.0,3.0,0.4,10763.494285714300,10763.494285714300,10763.494285714300,,,,,,0.0,369.8799999999990,,,,,-416380000.0,12315331599.999700,TRUE,FALSE
14,2008-10-07,9955.42,10124.03,9436.67,9447.11,9447.11,362520000.0,-0.0510662447893124,-3.807017195425340,0.0,1.0,0.16666666666666700,10675.735333333300,10675.735333333300,10675.735333333300,,,,,,0.0,508.3899999999990,,,,,-778900000.0,-120806164800.00000,FALSE,FALSE
15,2008-10-08,9437.23,9628.07,9194.78,9258.1,9258.1,479270000.0,-0.0200071767979836,-3.566405398218070,0.0,3.0,-0.7777777777777780,10587.133125,10587.133125,10587.133125,,,,,,0.0,189.01000000000000,,,,,-1258170000.0,-73484072749.99950,FALSE,FALSE
16,2008-10-09,9261.69,9448.14,8579.19,8579.19,8579.19,436740000.0,-0.0733314610989295,-3.935105899051470,0.0,2.0,-1.2,10469.018823529400,10469.018823529400,10469.018823529400,,,,,,0.0,678.9100000000000,,,,,-1694910000.0,-189752611500.00000,FALSE,FALSE
17,2008-10-10,8568.67,8901.28,7882.51,8451.19,8451.19,674920000.0,-0.0149198234332145,-3.5158642663228800,0.0,0.0,-0.125,10356.917222222200,10356.917222222200,10356.917222222200,,,,,,0.0,128.0,,,,,-2369830000.0,40019381400.000000,TRUE,FALSE
18,2008-10-13,8462.42,9427.99,8462.18,9387.61,9387.61,399290000.0,0.1108033306552090,-2.113080489810210,1.0,1.0,-1.0,10305.901052631600,10305.901052631600,10305.901052631600,,,,,,936.4200000000000,0.0,,,,,-1970540000.0,176695807250.00100,TRUE,TRUE
19,2008-10-14,9388.97,9794.37,9085.43,9310.99,9310.99,412740000.0,-0.0081618218055501,-2.0699748073590300,0.0,1.0,-1.3333333333333300,10256.1555,10256.1555,10256.1555,,,,,,0.0,76.6200000000008,,,,,-2383280000.0,-53206313400.000700,FALSE,FALSE
20,2008-10-15,9301.91,9308.76,8530.12,8577.91,8577.91,374350000.0,-0.0787327663331182,-2.69321651305802,0.0,1.0,0.0,10176.239047619000,10176.239047619000,10176.239047619000,,,,,,0.0,733.0800000000000,,,,,-2757630000.0,-127851755500.00000,FALSE,FALSE
21,2008-10-16,8577.04,9013.27,8197.67,8979.26,8979.26,422450000.0,0.0467887865459069,-2.0904499915144600,1.0,2.0,0.0,10121.83090909090,10121.83090909090,10121.83090909090,,,,,,401.35000000000000,0.0,,,,,-2335180000.0,157907585500.0000,TRUE,TRUE
22,2008-10-17,8975.35,9281.12,8718.25,8852.22,8852.22,360600000.0,-0.0141481592024288,-2.087356837022210,0.0,2.0,0.0,10066.630434782600,10066.630434782600,10066.630434782600,,,,,,0.0,127.04000000000100,,,,,-2695780000.0,-53175879000.00070,FALSE,FALSE
23,2008-10-20,8852.3,9266.63,8852.22,9265.43,9265.43,241400000.0,0.0466786862504549,-1.5766703759000200,1.0,1.0,0.0,10033.247083333300,10033.247083333300,10033.247083333300,,,,,,413.21000000000100,0.0,,,,,-2454380000.0,49729607000.000200,TRUE,TRUE
24,2008-10-21,9262.8,9284.55,9004.27,9033.66,9033.66,231160000.0,-0.0250144893437218,-1.7221826588090500,0.0,3.0,0.0,9993.2636,9993.2636,9993.2636,,,,,,0.0,231.77000000000000,,,,,-2685540000.0,-25600970000.0,FALSE,FALSE
25,2008-10-22,9027.84,9027.84,8335.3,8519.21,8519.21,348840000.0,-0.0569481251231506,-2.0990614175269900,0.0,3.0,0.0,9936.56923076923,9936.56923076923,9936.56923076923,,,,,,0.0,514.4500000000010,,,,,-3034380000.0,-56637662400.000200,FALSE,FALSE
26,2008-10-23,8519.77,8795.99,8243.55,8691.25,8691.25,340740000.0,0.020194360744717,-1.8316804742263100,1.0,2.0,0.0,9890.446296296300,9890.446296296300,9890.446296296300,,,,,,172.04000000000100,0.0,,,,,-2693640000.0,58430095199.999900,TRUE,TRUE
27,2008-10-24,8683.21,8683.21,8187.48,8378.95,8378.95,335680000.0,-0.0359326909247805,-2.0016364676738400,0.0,1.0,0.0,9836.464285714290,9836.464285714290,9836.464285714290,,,,,,0.0,312.2999999999990,,,,,-3029320000.0,-18930673599.999500,FALSE,FALSE
28,2008-10-27,8375.92,8599.1,8143.59,8175.77,8175.77,281180000.0,-0.0242488617308851,-2.053056117516030,0.0,3.0,0.0,9779.198965517240,9779.198965517240,9779.198965517240,,,,,,0.0,203.1800000000000,,,,,-3310500000.0,-54991778500.000200,FALSE,FALSE
29,2008-10-28,8178.72,9082.08,8174.73,9065.12,9065.12,372160000.0,0.1087787449989420,-1.2179742645676200,1.0,1.0,0.0,9755.396333333330,9755.396333333330,9755.396333333330,,,,,,889.3500000000000,0.0,,,,,-2938340000.0,162527854400.00100,TRUE,TRUE
30,2008-10-29,9062.33,9363.32,8890.29,8990.96,8990.96,316230000.0,-0.008180807314189,-1.233033583492410,0.0,3.0,0.0,9701.439666666670,9730.737096774190,9730.737096774190,,,,,,0.0,74.16000000000170,,,,,-3254570000.0,-42958264350.00040,FALSE,FALSE
31,2008-10-30,9004.66,9266.47,8976.87,9180.69,9180.69,267210000.0,0.0211023072063496,-1.0266655517264500,1.0,1.0,0.0,9640.139666666670,9713.548125,9713.548125,,,,,,189.73000000000100,0.0,,,,,-2987360000.0,15770734200.000100,TRUE,TRUE
32,2008-10-31,9179.09,9454.36,9119.2,9325.01,9325.01,310950000.0,0.015719951332634,-0.8666289131120350,1.0,1.0,0.0,9571.358666666670,9701.774242424240,9701.774242424240,,,,,,144.3200000000000,0.0,,,,,-2676410000.0,11887618499.999900,TRUE,TRUE
33,2008-11-03,9326.04,9410.55,9255.48,9319.83,9319.83,180970000.0,-0.0005554953828468,-0.8378041504115770,0.0,2.0,0.0,9514.83,9690.540588235290,9690.540588235290,,,,,,0.0,5.180000000000290,,,,,-2857380000.0,-2386089449.999910,FALSE,FALSE
34,2008-11-04,9323.89,9653.95,9323.89,9625.28,9625.28,254930000.0,0.0327742029629296,-0.5440058494463870,1.0,1.0,0.0,9473.867,9688.676000000000,9688.676000000000,,,,,,305.4500000000010,0.0,,,,,-2602450000.0,34762254800.000100,TRUE,TRUE
35,2008-11-05,9616.6,9616.6,9111.47,9139.27,9139.27,264640000.0,-0.0504930765650454,-0.9362680698660370,0.0,2.0,0.0,9417.670333333330,9673.414722222220,9673.414722222220,,,,,,0.0,486.0100000000000,,,,,-2867090000.0,-59481809599.99990,FALSE,FALSE
36,2008-11-06,9134.01,9155.44,8637.17,8695.79,8695.79,344350000.0,-0.0485246633483855,-1.2771564770715000,0.0,3.0,0.0,9340.128,9646.992432432430,9646.992432432430,,,,,,0.0,443.48000000000000,,,,,-3211440000.0,-69047340249.9998,FALSE,FALSE
37,2008-11-07,8696.03,8961.57,8696.03,8943.81,8943.81,246300000.0,0.0285218479287101,-1.018592491409830,1.0,3.0,0.0,9266.817333333330,9628.487631578950,9628.487631578950,,,,,,248.01999999999900,0.0,,,,,-2965140000.0,28326963000.000100,TRUE,TRUE
38,2008-11-10,8946.6,9159.58,8760.46,8870.54,8870.54,221230000.0,-0.0081922581092396,-1.0435683454327200,0.0,3.0,0.0,9216.987,9609.053076923080,9609.053076923080,,,,,,0.0,73.26999999999860,,,,,-3186370000.0,-19795660399.999900,FALSE,FALSE
39,2008-11-11,8864.32,8867.91,8560.71,8693.96,8693.96,257270000.0,-0.0199063416657837,-1.159197080395110,0.0,3.0,0.0,9145.097000000000,9586.17575,9586.17575,,,,,,0.0,176.58000000000200,,,,,-3443640000.0,-5235444500.000090,FALSE,FALSE
40,2008-11-12,8684.52,8684.6,8265.29,8282.66,8282.66,314660000.0,-0.0473087062742408,-1.4686946515487400,0.0,3.0,0.0,9060.15,9554.38268292683,9554.38268292683,,,,,,0.0,411.2999999999990,,,,,-3758300000.0,-60504398100.000000,FALSE,FALSE
41,2008-11-13,8281.14,8876.59,7965.42,8835.25,8835.25,476600000.0,0.0667164896301431,-0.9390452515310010,1.0,2.0,0.0,9005.230000000000,9537.260476190480,9537.260476190480,,,,,,552.5900000000000,0.0,,,,,-3281700000.0,197429167000.0000,TRUE,TRUE
42,2008-11-14,8822.19,8923.18,8469.99,8497.31,8497.31,304370000.0,-0.0382490591664073,-1.202385739610660,0.0,4.0,0.0,8944.294333333330,9513.07558139535,9513.07558139535,,,,,,0.0,337.9400000000010,,,,,-3586070000.0,-60653331749.999900,FALSE,FALSE
43,2008-11-17,8494.84,8571.3,8246.89,8273.58,8273.58,278220000.0,-0.0263295089857849,-1.352011508331430,0.0,3.0,0.0,8888.230333333330,9484.905227272730,9484.905227272730,,,,,,0.0,223.73000000000000,,,,,-3864290000.0,-37702983299.99980,FALSE,FALSE
44,2008-11-18,8273.34,8477.95,8105.44,8424.75,8424.75,366390000.0,0.018271413342229,-1.1702211431127100,1.0,3.0,0.0,8854.151666666670,9461.346222222220,9461.346222222220,,,,,,151.17000000000000,0.0,,,,,-3497900000.0,48750021450.00010,TRUE,TRUE
45,2008-11-19,8420.69,8504.64,7987.08,7997.28,7997.28,350470000.0,-0.0507397845633401,-1.506779641112310,0.0,3.0,0.0,8812.124333333330,9429.518695652170,9429.518695652170,,,,,,0.0,427.47000000000000,,,,,-3848370000.0,-87119832600.00030,FALSE,FALSE
46,2008-11-20,7995.53,8187.4,7506.97,7552.29,7552.29,528130000.0,-0.0556426685072924,-1.827638905862640,0.0,3.0,0.0,8777.894333333330,9389.577659574470,9389.577659574470,,,,,,0.0,444.9900000000000,,,,,-4376500000.0,-155742896350.00000,FALSE,FALSE
47,2008-11-21,7552.37,8071.75,7449.38,8046.42,8046.42,569010000.0,0.0654278371196022,-1.3313809694536600,1.0,2.0,0.0,8764.402,9361.595208333330,9361.595208333330,,,,,,494.1300000000000,0.0,,,,,-3807490000.0,162654353550.00000,TRUE,TRUE
48,2008-11-24,8048.09,8599.02,8048.09,8443.39,8443.39,491890000.0,0.0493349837567513,-0.937675815583214,1.0,2.0,0.0,8732.928,9342.856326530610,9342.856326530610,,,,,,396.96999999999900,0.0,,,,,-3315600000.0,58945638149.99960,TRUE,TRUE
49,2008-11-25,8445.14,8607.38,8281.46,8479.47,8479.47,374020000.0,0.004273165162334,-0.8748680214805490,1.0,3.0,0.0,8705.210666666670,9325.5886,9325.5886,,11343.065477261800,7308.111722738240,,,36.07999999999990,0.0,,,,,-2941580000.0,13109401000.000400,TRUE,TRUE
50,2008-11-26,8464.49,8726.61,8311.17,8726.61,8726.61,283920000.0,0.029145689530124,-0.6078296702847750,1.0,4.0,0.0,8710.167333333340,9287.9276,9313.843921568630,,11277.679447883600,7298.175752116430,,,247.14000000000100,0.0,143.19840000000000,180.85940000000000,0.7917664218724600,44.18915391019750,-2657660000.0,58975862400.00030,TRUE,TRUE
51,2008-11-28,8724.7,8831.35,8672.69,8829.04,8829.04,155510000.0,0.0117376621620537,-0.4781017443614400,1.0,3.0,0.0,8705.16,9244.1146,9304.52076923077,,11173.791002370300,7314.438197629740,,,102.43000000000000,0.0,137.04640000000000,180.85940000000000,0.757751048604607,43.1091222620034,-2502150000.0,11977380200.000100,TRUE,TRUE
52,2008-12-01,8826.89,8827.05,8141.36,8149.09,8149.09,321010000.0,-0.0770129028750578,-1.119613585627140,0.0,2.0,0.0,8681.722333333330,9179.3276,9282.720188679250,,11031.095749059300,7327.55945094074,,,0.0,679.9500000000010,129.67140000000000,194.45840000000000,0.6668336261123200,40.00600993799400,-2823160000.0,-107575266150.00000,FALSE,FALSE
53,2008-12-02,8153.75,8437.17,8143.51,8419.09,8419.09,307520000.0,0.0331325338166592,-0.8172775990678610,1.0,2.0,0.0,8653.511,9127.3956,9266.727037037040,,10913.434253215000,7341.356946784980,,,270.0,0.0,135.07140000000000,187.00340000000000,0.7222938192567620,41.937897656072400,-2515640000.0,39593200000.0,TRUE,TRUE
54,2008-12-03,8409.14,8624.19,8234.15,8591.69,8591.69,294680000.0,0.020501028020843,-0.6124964608506810,1.0,2.0,0.0,8638.778666666670,9082.146,9254.453636363640,,10803.07471731330,7361.217282686740,,,172.60000000000000,0.0,138.52340000000000,183.77300000000000,0.7537744935327830,42.98012636815060,-2220960000.0,47891393600.00010,TRUE,TRUE
55,2008-12-04,8587.07,8631.99,8259.4,8376.24,8376.24,280880000.0,-0.0250765565331152,-0.8212981729532610,0.0,2.0,0.0,8634.013,9033.1674,9238.77125,,10689.81195973110,7376.52284026889,,,0.0,215.45000000000100,138.52340000000000,187.50200000000000,0.7387835863084130,42.48853003477640,-2501840000.0,-19508520400.00000,FALSE,FALSE
56,2008-12-05,8376.08,8686.47,8118.5,8635.42,8635.42,346370000.0,0.030942284366255,-0.4987764985620240,1.0,0.0,0.0,8632.152,8985.4346,9228.186140350880,,10542.731063638400,7428.138136361640,,,259.1800000000000,0.0,139.76920000000000,187.50200000000000,0.7454277821036580,42.707454857011600,-2155470000.0,80681695949.99980,TRUE,TRUE
57,2008-12-08,8637.65,9026.41,8637.49,8934.18,8934.18,358970000.0,0.0345970433401039,-0.1098860026796630,1.0,3.0,0.0,8650.659666666670,8941.255600000000,9223.117068965520,,10368.619340081900,7513.891859918110,,,298.7600000000000,0.0,143.3230000000000,187.50200000000000,0.7643811799340810,43.32290485906450,-1796500000.0,36697503099.99980,TRUE,TRUE
58,2008-12-09,8934.1,8934.1,8651.74,8691.33,8691.33,284950000.0,-0.0271821252761865,-0.3760919774365080,0.0,3.0,0.0,8667.845,8907.7732,9214.10372881356,,10276.097911751900,7539.4484882481300,,,0.0,242.85000000000000,143.3230000000000,176.80540000000000,0.8106256935591340,44.77047334756930,-2081450000.0,-28948070500.000000,FALSE,FALSE
59,2008-12-10,8693.0,8879.22,8646.33,8761.42,8761.42,232830000.0,0.0080643583893373,-0.2448125466753810,1.0,3.0,0.0,8657.721666666670,8865.9884,9206.559000000000,,10114.50229199470,7617.474508005270,,,70.09000000000020,0.0,135.02060000000000,176.80540000000000,0.7636678517737580,43.299981399883300,-1848620000.0,-315484649.9998980,FALSE,TRUE
60,2008-12-11,8750.13,8809.45,8512.76,8565.09,8565.09,290540000.0,-0.0224084680337205,-0.4955278115656680,0.0,4.0,0.0,8643.526,8820.6688,9196.043114754100,,9935.373513967360,7705.964086032640,,,0.0,196.33000000000000,135.02060000000000,180.34020000000000,0.7486994025735810,42.81464278375750,-2139160000.0,-27896198099.999800,FALSE,FALSE
61,2008-12-12,8563.1,8682.57,8347.81,8629.68,8629.68,271030000.0,0.0075410766261649,-0.367953741464417,1.0,3.0,0.0,8625.159,8783.6054,9186.908225806450,,9790.77911547627,7776.43168452373,,,64.59000000000020,0.0,136.3124000000000,173.37580000000000,0.7862250671662370,44.016013525862500,-1868130000.0,31030224700.000400,TRUE,TRUE
62,2008-12-15,8628.81,8676.28,8469.03,8564.53,8564.53,229940000.0,-0.0075495267495433,-0.4516541088723280,0.0,3.0,0.0,8599.809666666670,8748.388400000000,9177.029206349210,,9653.489576000620,7843.287223999380,,,0.0,65.14999999999960,136.3124000000000,171.5294000000000,0.7946882575232000,44.28001655395730,-2098070000.0,-1868262500.0,FALSE,FALSE
63,2008-12-16,8565.65,8958.79,8565.65,8924.14,8924.14,337190000.0,0.0419882935782813,0.2869855849085560,1.0,4.0,0.0,8586.62,8727.7612,9173.0778125,,9565.045236916830,7890.477163083170,,,359.60999999999900,0.0,143.5046000000000,164.13180000000000,0.8743253897172880,46.647470845452600,-1760880000.0,54597804799.99940,TRUE,TRUE
64,2008-12-17,8921.91,8961.26,8778.07,8824.34,8824.34,239260000.0,-0.0111831504212169,0.1600265902186200,0.0,4.0,0.0,8559.922,8715.3058,9167.712615384620,,9527.051400060630,7903.560199939370,,,0.0,99.79999999999930,143.5046000000000,155.9600000000000,0.9201372146704280,47.9203885868313,-2000140000.0,-10844459500.000200,FALSE,FALSE
65,2008-12-18,8823.94,8883.36,8527.41,8604.99,8604.99,274080000.0,-0.0248573831017391,-0.2975359852081820,0.0,1.0,0.0,8542.112666666670,8702.2436,9159.186515151520,,9499.223447088660,7905.263752911340,,,0.0,219.35000000000000,143.5046000000000,156.5668000000000,0.9165710738164160,47.82348467731350,-2274220000.0,-27516261600.00010,FALSE,FALSE
66,2008-12-19,8606.5,8787.23,8550.43,8579.11,8579.11,550150000.0,-0.0030075572429484,-0.3298233110688700,0.0,3.0,0.0,8538.223333333330,8702.242,9150.528656716420,,9499.222855735040,7905.261144264960,,,0.0,25.8799999999992,143.5046000000000,143.5062000000000,0.9999888506559300,49.99972126484440,-2824370000.0,-49359457999.99960,FALSE,FALSE
67,2008-12-22,8573.37,8601.41,8372.02,8519.69,8519.69,211090000.0,-0.0069261263697516,-0.4509679414620540,0.0,3.0,0.0,8524.086000000000,8703.612,9141.251617647060,,9499.065443525340,7908.158556474660,,,0.0,59.42000000000010,143.5046000000000,142.1346000000000,1.0096387508741700,50.239813022862400,-3035460000.0,6960692750.000080,TRUE,FALSE
68,2008-12-23,8518.65,8604.12,8391.3,8419.49,8419.49,174640000.0,-0.0117609913036742,-0.6961211745166850,0.0,3.0,0.0,8509.051,8684.2496,9130.791304347830,,9458.596863510020,7909.902336489980,,,0.0,100.20000000000100,124.77620000000000,144.1386000000000,0.8656681832624990,46.39990063767410,-3210100000.0,-13660340799.999900,FALSE,FALSE
69,2008-12-24,8416.86,8498.5,8416.86,8468.48,8468.48,66930000.0,0.0058186422217971,-0.5727072195643700,1.0,2.0,0.0,8501.535,8667.3994,9121.329714285710,,9422.508483320290,7912.2903166797100,,,48.98999999999980,0.0,125.75600000000000,142.6062000000000,0.8818410419743320,46.86054891486210,-3143170000.0,722843999.9999510,TRUE,TRUE
70,2008-12-26,8468.71,8533.07,8461.78,8515.55,8515.55,86760000.0,0.0055582583887545,-0.4229689173725290,1.0,3.0,0.0,8509.298,8666.1522,9112.797605633800,,9422.070145911900,7910.234254088100,,,47.06999999999970,0.0,126.69740000000000,127.94460000000000,0.9902520309571490,49.75510717006620,-3056410000.0,1572525000.0,TRUE,TRUE
71,2008-12-29,8515.87,8530.68,8364.06,8483.93,8483.93,153730000.0,-0.0037132070154011,-0.4764776599976300,0.0,4.0,0.0,8497.587333333330,8656.2456,9104.063333333330,,9408.388534539780,7904.102665460220,,,0.0,31.61999999999900,118.67040000000000,128.57700000000000,0.9229520054130990,47.99662200694530,-3210140000.0,5620368800.000200,TRUE,FALSE
72,2008-12-30,8487.51,8675.24,8487.51,8668.39,8668.39,162560000.0,0.0217422821734738,0.0153474211467176,1.0,2.0,0.0,8503.29,8652.569,9098.09520547945,,9402.59611939268,7902.541880607320,,,184.45999999999900,0.0,122.35960000000000,126.03620000000000,0.9708290157907010,49.259931126049600,-3047580000.0,14145158399.999900,TRUE,TRUE
73,2008-12-31,8666.48,8842.66,8664.89,8776.39,8776.39,226760000.0,0.0124590610251731,0.3186981114251520,1.0,3.0,0.0,8520.050333333330,8642.7882,9093.747837837840,,9372.679059056140,7912.897340943860,,,108.0,0.0,116.25540000000000,126.03620000000000,0.9223968986687950,47.98160563552350,-2820820000.0,5128177399.99995,TRUE,TRUE
74,2009-01-02,8772.25,9065.28,8760.78,9034.69,9034.69,213700000.0,0.0294312353940515,1.0017644660954900,1.0,1.0,0.0,8540.381666666670,8642.8088,9092.9604,,9372.744743274420,7912.872856725590,,,258.3000000000010,0.0,121.42140000000000,121.40080000000000,1.0001696858669800,50.00424178678890,-2607120000.0,25998742000.00000,TRUE,TRUE
75,2009-01-05,9027.13,9034.37,8892.36,8952.89,8952.89,233760000.0,-0.0090539907844099,0.8142947997869300,0.0,2.0,0.0,8572.235333333330,8651.4824,9091.117368421050,,9385.717613166760,7917.247186833240,,,0.0,81.80000000000110,121.42140000000000,112.74780000000000,1.0769292172441500,51.851994199066300,-2840880000.0,-2448636000.00051,FALSE,FALSE
76,2009-01-06,8954.57,9088.06,8940.95,9015.1,9015.1,215410000.0,0.0069485942528055,0.987064557897331,1.0,3.0,0.0,8620.995666666670,8657.9594,9090.130129870130,,9399.305678762670,7916.613121237330,,,62.210000000000900,0.0,119.22480000000000,112.74780000000000,1.0574467971880600,51.39607005310110,-2625470000.0,128168949.99985900,TRUE,TRUE
77,2009-01-07,8996.94,8996.94,8719.92,8769.7,8769.7,266710000.0,-0.0272209958846822,0.2995741261089960,0.0,2.0,0.0,8645.105,8665.7744,9086.02205128205,,9403.344389308900,7928.204410691100,,,0.0,245.40000000000000,119.22480000000000,111.40980000000000,1.0701464323605300,51.69423841869350,-2892180000.0,-23665178299.99990,FALSE,FALSE
78,2009-01-08,8769.94,8770.02,8651.19,8742.46,8742.46,226620000.0,-0.0031061495832241,0.221873288331091,0.0,2.0,0.0,8655.074,8677.108200000000,9081.673164556960,,9401.238634746080,7952.9777652539200,,,0.0,27.2400000000016,119.22480000000000,107.89100000000000,1.1050486138788200,52.49515885728780,-3118800000.0,7218980099.999900,TRUE,FALSE
79,2009-01-09,8738.8,8769.62,8576.96,8599.18,8599.18,204300000.0,-0.0163889797608451,-0.1846202962852260,0.0,2.0,0.0,8659.064333333330,8667.7894,9075.642,,9383.482157342710,7952.096642657290,,,0.0,143.27999999999900,101.43780000000000,110.75660000000000,0.9158623504152350,47.80418333377320,-3323100000.0,-15140673000.000100,FALSE,FALSE
80,2009-01-12,8599.26,8602.6,8421.08,8473.97,8473.97,273550000.0,-0.0145606906705059,-0.5551829878524400,0.0,3.0,0.0,8650.643,8657.4496,9068.213950617280,,9369.01175932196,7945.88744067804,,,0.0,125.21000000000100,101.43780000000000,111.77760000000000,0.9074966719628980,47.57526895336830,-3596650000.0,-10359338500.00020,FALSE,FALSE
81,2009-01-13,8474.61,8522.08,8376.88,8448.56,8448.56,304050000.0,-0.0029985945194519,-0.598453240824107,0.0,2.0,0.0,8637.960333333330,8642.807,9060.657195121950,,9340.415902632880,7945.198097367130,,,0.0,25.409999999999900,97.64320000000000,112.28580000000000,0.8695952649400010,46.51248755531630,-3900700000.0,-279726000.0000220,FALSE,FALSE
82,2009-01-14,8446.01,8446.25,8140.72,8200.14,8200.14,355050000.0,-0.0294038273978051,-1.250223253981770,0.0,5.0,0.0,8639.662,8620.3096,9050.28951807229,,9300.454194890320,7940.165005109680,,,0.0,248.42000000000000,94.75680000000000,117.25420000000000,0.8081313931611830,44.69428473050930,-4255750000.0,-33142142250.000400,FALSE,FALSE
83,2009-01-15,8196.24,8286.16,7995.13,8212.49,8212.49,436660000.0,0.0015060718475539,-1.1739686655099600,1.0,1.0,0.0,8632.775333333330,8598.1628,9040.315714285710,,9257.121360253420,7939.204239746580,,,12.350000000000400,0.0,95.00380000000000,117.15060000000000,0.8109544466695010,44.78049948528050,-3819090000.0,31371837699.999700,TRUE,TRUE
84,2009-01-16,8215.67,8341.2,8109.34,8281.22,8281.22,439360000.0,0.0083689599622038,-0.9517101405444610,1.0,2.0,0.0,8622.426333333330,8571.281600000000,9031.385176470590,,9165.72019680988,7976.843003190120,,,68.72999999999960,0.0,90.2694,117.15060000000000,0.7705415081100740,43.52010413653460,-3379730000.0,24582191999.99950,TRUE,TRUE
85,2009-01-20,8279.63,8291.98,7939.93,7949.09,7949.09,419200000.0,-0.0401064094420869,-1.86591097712564,0.0,1.0,0.0,8608.188,8547.478000000000,9018.800348837210,,9144.395746482130,7950.560253517880,,,0.0,332.1299999999990,90.2694,114.07300000000000,0.7913301131731440,44.175560236152700,-3798930000.0,-69949807999.99990,FALSE,FALSE
